date,from,to,code,gsp,region_name,unit_rate_excl_vat,unit_rate_incl_vat
2019-01-31,00:00:00,00:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.59,12.1695
2019-01-31,00:30:00,01:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.13,13.7865
2019-01-31,01:00:00,01:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.63,14.3115
2019-01-31,01:30:00,02:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.72,13.356
2019-01-31,02:00:00,02:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.72,13.356
2019-01-31,02:30:00,03:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.72,13.356
2019-01-31,03:00:00,03:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.24,12.852
2019-01-31,03:30:00,04:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.24,12.852
2019-01-31,04:00:00,04:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12,12.6
2019-01-31,04:30:00,05:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.52,12.096
2019-01-31,05:00:00,05:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.2,13.86
2019-01-31,05:30:00,06:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.15,13.8075
2019-01-31,06:00:00,06:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,16.03,16.8315
2019-01-31,06:30:00,07:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.44,14.112
2019-01-31,07:00:00,07:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,15.65,16.4325
2019-01-31,07:30:00,08:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,17.47,18.3435
2019-01-31,08:00:00,08:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,17.4,18.27
2019-01-31,08:30:00,09:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,16.78,17.619
2019-01-31,09:00:00,09:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,17.04,17.892
2019-01-31,09:30:00,10:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,16.13,16.9365
2019-01-31,10:00:00,10:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,15.79,16.5795
2019-01-31,10:30:00,11:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.74,15.477
2019-01-31,11:00:00,11:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,15.02,15.771
2019-01-31,11:30:00,12:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.92,14.616
2019-01-31,12:00:00,12:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.42,15.141
2019-01-31,12:30:00,13:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.78,14.469
2019-01-31,13:00:00,13:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,15.36,16.128
2019-01-31,13:30:00,14:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.4,15.12
2019-01-31,14:00:00,14:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.4,15.12
2019-01-31,14:30:00,15:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.92,14.616
2019-01-31,15:00:00,15:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.32,13.986
2019-01-31,15:30:00,16:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.88,15.624
2019-01-31,16:00:00,16:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,25.15,26.4075
2019-01-31,16:30:00,17:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,28.32,29.736
2019-01-31,17:00:00,17:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,27.36,28.728
2019-01-31,17:30:00,18:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,27.84,29.232
2019-01-31,18:00:00,18:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,27.24,28.602
2019-01-31,18:30:00,19:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,26.35,27.6675
2019-01-31,19:00:00,19:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,15.48,16.254
2019-01-31,19:30:00,20:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,15.91,16.7055
2019-01-31,20:00:00,20:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.62,15.351
2019-01-31,20:30:00,21:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.32,13.986
2019-01-31,21:00:00,21:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.6,13.23
2019-01-31,21:30:00,22:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.76,12.348
2019-01-31,22:00:00,22:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.4,11.97
2019-01-31,22:30:00,23:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.14,11.697
2019-01-31,23:00:00,23:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.04,11.592
2019-01-31,23:30:00,00:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.92,11.466
2019-02-01,00:00:00,00:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.92,11.466
2019-02-01,00:30:00,01:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.06,11.613
2019-02-01,01:00:00,01:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.29,12.9045
2019-02-01,01:30:00,02:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.06,11.613
2019-02-01,02:00:00,02:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.99,11.5395
2019-02-01,02:30:00,03:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.04,11.592
2019-02-01,03:00:00,03:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.28,11.844
2019-02-01,03:30:00,04:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.92,11.466
2019-02-01,04:00:00,04:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.04,11.592
2019-02-01,04:30:00,05:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.04,11.592
2019-02-01,05:00:00,05:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.81,12.4005
2019-02-01,05:30:00,06:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.16,11.718
2019-02-01,06:00:00,06:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,15.79,16.5795
2019-02-01,06:30:00,07:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.6,13.23
2019-02-01,07:00:00,07:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.92,14.616
2019-02-01,07:30:00,08:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,15.96,16.758
2019-02-01,08:00:00,08:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,16.99,17.8395
2019-02-01,08:30:00,09:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,16.99,17.8395
2019-02-01,09:00:00,09:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,17.11,17.9655
2019-02-01,09:30:00,10:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,16.8,17.64
2019-02-01,10:00:00,10:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,17.42,18.291
2019-02-01,10:30:00,11:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,16.8,17.64
2019-02-01,11:00:00,11:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,17.57,18.4485
2019-02-01,11:30:00,12:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,17.38,18.249
2019-02-01,12:00:00,12:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,17.28,18.144
2019-02-01,12:30:00,13:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,16.56,17.388
2019-02-01,13:00:00,13:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,16.08,16.884
2019-02-01,13:30:00,14:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,15.05,15.8025
2019-02-01,14:00:00,14:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,15.07,15.8235
2019-02-01,14:30:00,15:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.18,14.889
2019-02-01,15:00:00,15:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.44,14.112
2019-02-01,15:30:00,16:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.9,15.645
2019-02-01,16:00:00,16:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,25.44,26.712
2019-02-01,16:30:00,17:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,27.96,29.358
2019-02-01,17:00:00,17:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,27.22,28.581
2019-02-01,17:30:00,18:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,28.3,29.715
2019-02-01,18:00:00,18:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,27.84,29.232
2019-02-01,18:30:00,19:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,26.59,27.9195
2019-02-01,19:00:00,19:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.64,15.372
2019-02-01,19:30:00,20:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.76,15.498
2019-02-01,20:00:00,20:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.92,14.616
2019-02-01,20:30:00,21:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.2,13.86
2019-02-01,21:00:00,21:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.08,13.734
2019-02-01,21:30:00,22:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.37,14.0385
2019-02-01,22:00:00,22:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.48,13.104
2019-02-01,22:30:00,23:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.74,12.327
2019-02-01,23:00:00,23:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.58,13.209
2019-02-01,23:30:00,00:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12,12.6
2019-02-02,00:00:00,00:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.58,13.209
2019-02-02,00:30:00,01:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.4,15.12
2019-02-02,01:00:00,01:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.43,13.0515
2019-02-02,01:30:00,02:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.52,12.096
2019-02-02,02:00:00,02:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.96,13.608
2019-02-02,02:30:00,03:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.43,13.0515
2019-02-02,03:00:00,03:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.04,11.592
2019-02-02,03:30:00,04:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.02,11.571
2019-02-02,04:00:00,04:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.04,11.592
2019-02-02,04:30:00,05:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.02,11.571
2019-02-02,05:00:00,05:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.8,11.34
2019-02-02,05:30:00,06:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.02,11.571
2019-02-02,06:00:00,06:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.04,11.592
2019-02-02,06:30:00,07:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.8,11.34
2019-02-02,07:00:00,07:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.11,11.6655
2019-02-02,07:30:00,08:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.04,11.592
2019-02-02,08:00:00,08:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.11,11.6655
2019-02-02,08:30:00,09:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.24,12.852
2019-02-02,09:00:00,09:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.68,14.364
2019-02-02,09:30:00,10:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.4,15.12
2019-02-02,10:00:00,10:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,15.17,15.9285
2019-02-02,10:30:00,11:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.08,13.734
2019-02-02,11:00:00,11:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.2,13.86
2019-02-02,11:30:00,12:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.46,13.083
2019-02-02,12:00:00,12:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.62,13.251
2019-02-02,12:30:00,13:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.46,13.083
2019-02-02,13:00:00,13:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.72,13.356
2019-02-02,13:30:00,14:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.46,13.083
2019-02-02,14:00:00,14:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.31,12.9255
2019-02-02,14:30:00,15:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.18,11.739
2019-02-02,15:00:00,15:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.14,11.697
2019-02-02,15:30:00,16:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.14,11.697
2019-02-02,16:00:00,16:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,24,25.2
2019-02-02,16:30:00,17:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,28.32,29.736
2019-02-02,17:00:00,17:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,30.31,31.8255
2019-02-02,17:30:00,18:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,33.33,34.9965
2019-02-02,18:00:00,18:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,32.64,34.272
2019-02-02,18:30:00,19:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,29.69,31.1745
2019-02-02,19:00:00,19:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,17.28,18.144
2019-02-02,19:30:00,20:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,15.29,16.0545
2019-02-02,20:00:00,20:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,15.84,16.632
2019-02-02,20:30:00,21:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.61,14.2905
2019-02-02,21:00:00,21:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.54,14.217
2019-02-02,21:30:00,22:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.01,13.6605
2019-02-02,22:00:00,22:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.3,13.965
2019-02-02,22:30:00,23:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.3,13.965
2019-02-02,23:00:00,23:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.74,12.327
2019-02-02,23:30:00,00:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.48,13.104
2019-02-03,00:00:00,00:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.48,13.104
2019-02-03,00:30:00,01:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.8,14.49
2019-02-03,01:00:00,01:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.59,15.3195
2019-02-03,01:30:00,02:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.58,13.209
2019-02-03,02:00:00,02:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.72,13.356
2019-02-03,02:30:00,03:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.02,12.621
2019-02-03,03:00:00,03:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.23,11.7915
2019-02-03,03:30:00,04:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.37,10.8885
2019-02-03,04:00:00,04:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.42,10.941
2019-02-03,04:30:00,05:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.37,10.8885
2019-02-03,05:00:00,05:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.37,10.8885
2019-02-03,05:30:00,06:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.37,10.8885
2019-02-03,06:00:00,06:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.42,10.941
2019-02-03,06:30:00,07:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.32,10.836
2019-02-03,07:00:00,07:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,9.6,10.08
2019-02-03,07:30:00,08:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,9.6,10.08
2019-02-03,08:00:00,08:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.06,10.563
2019-02-03,08:30:00,09:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.08,10.584
2019-02-03,09:00:00,09:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.44,12.012
2019-02-03,09:30:00,10:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.88,12.474
2019-02-03,10:00:00,10:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.72,13.356
2019-02-03,10:30:00,11:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.48,13.104
2019-02-03,11:00:00,11:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.48,13.104
2019-02-03,11:30:00,12:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.36,12.978
2019-02-03,12:00:00,12:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.48,13.104
2019-02-03,12:30:00,13:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.96,13.608
2019-02-03,13:00:00,13:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.42,14.091
2019-02-03,13:30:00,14:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.2,13.86
2019-02-03,14:00:00,14:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.44,14.112
2019-02-03,14:30:00,15:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.89,13.5345
2019-02-03,15:00:00,15:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.9,11.445
2019-02-03,15:30:00,16:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.59,12.1695
2019-02-03,16:00:00,16:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,24.74,25.977
2019-02-03,16:30:00,17:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,28.8,30.24
2019-02-03,17:00:00,17:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,31.2,32.76
2019-02-03,17:30:00,18:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,33.12,34.776
2019-02-03,18:00:00,18:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,31.2,32.76
2019-02-03,18:30:00,19:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,28.32,29.736
2019-02-03,19:00:00,19:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.88,15.624
2019-02-03,19:30:00,20:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.2,13.86
2019-02-03,20:00:00,20:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.25,13.9125
2019-02-03,20:30:00,21:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.52,12.096
2019-02-03,21:00:00,21:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.74,12.327
2019-02-03,21:30:00,22:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.42,10.941
2019-02-03,22:00:00,22:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.08,10.584
2019-02-03,22:30:00,23:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.08,10.584
2019-02-03,23:00:00,23:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.52,12.096
2019-02-03,23:30:00,00:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.62,12.201
2019-02-04,00:00:00,00:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,9.79,10.2795
2019-02-04,00:30:00,01:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.77,13.4085
2019-02-04,01:00:00,01:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.22,13.881
2019-02-04,01:30:00,02:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.8,11.34
2019-02-04,02:00:00,02:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,9.12,9.576
2019-02-04,02:30:00,03:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,9.12,9.576
2019-02-04,03:00:00,03:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,9.6,10.08
2019-02-04,03:30:00,04:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,8.5,8.925
2019-02-04,04:00:00,04:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,8.4,8.82
2019-02-04,04:30:00,05:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,8.4,8.82
2019-02-04,05:00:00,05:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.76,12.348
2019-02-04,05:30:00,06:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.4,15.12
2019-02-04,06:00:00,06:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.2,13.86
2019-02-04,06:30:00,07:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12,12.6
2019-02-04,07:00:00,07:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.81,12.4005
2019-02-04,07:30:00,08:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.5,15.225
2019-02-04,08:00:00,08:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.72,13.356
2019-02-04,08:30:00,09:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.59,15.3195
2019-02-04,09:00:00,09:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.3,15.015
2019-02-04,09:30:00,10:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,15.17,15.9285
2019-02-04,10:00:00,10:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,15.17,15.9285
2019-02-04,10:30:00,11:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.37,14.0385
2019-02-04,11:00:00,11:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.92,14.616
2019-02-04,11:30:00,12:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.2,13.86
2019-02-04,12:00:00,12:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.2,13.86
2019-02-04,12:30:00,13:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.79,13.4295
2019-02-04,13:00:00,13:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.2,13.86
2019-02-04,13:30:00,14:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.86,13.503
2019-02-04,14:00:00,14:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.2,13.86
2019-02-04,14:30:00,15:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.25,13.9125
2019-02-04,15:00:00,15:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.43,13.0515
2019-02-04,15:30:00,16:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.16,14.868
2019-02-04,16:00:00,16:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,24.58,25.809
2019-02-04,16:30:00,17:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,27.46,28.833
2019-02-04,17:00:00,17:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,28.39,29.8095
2019-02-04,17:30:00,18:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,30.96,32.508
2019-02-04,18:00:00,18:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,29.78,31.269
2019-02-04,18:30:00,19:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,29.52,30.996
2019-02-04,19:00:00,19:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,19.8,20.79
2019-02-04,19:30:00,20:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,16.54,17.367
2019-02-04,20:00:00,20:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,16.99,17.8395
2019-02-04,20:30:00,21:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.2,13.86
2019-02-04,21:00:00,21:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,14.4,15.12
2019-02-04,21:30:00,22:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.22,13.881
2019-02-04,22:00:00,22:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,13.22,13.881
2019-02-04,22:30:00,23:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.48,13.104
2019-02-04,23:00:00,23:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12,12.6
2019-02-04,23:30:00,00:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.72,13.356
2019-02-05,00:00:00,00:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.52,12.096
2019-02-05,00:30:00,01:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.53,13.1565
2019-02-05,01:00:00,01:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.52,12.096
2019-02-05,01:30:00,02:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.52,12.096
2019-02-05,02:00:00,02:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.68,11.214
2019-02-05,02:30:00,03:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.68,11.214
2019-02-05,03:00:00,03:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.68,11.214
2019-02-05,03:30:00,04:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.68,11.214
2019-02-05,04:00:00,04:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.68,11.214
2019-02-05,04:30:00,05:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,10.68,11.214
2019-02-05,05:00:00,05:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12,12.6
2019-02-05,05:30:00,06:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.52,12.096
2019-02-05,06:00:00,06:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.81,12.4005
2019-02-05,06:30:00,07:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,11.52,12.096
2019-02-05,07:00:00,07:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,12.48,13.104
2019-02-05,07:30:00,08:00:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,15.36,16.128
2019-02-05,08:00:00,08:30:00,E-1R-AGILE-18-02-21-P,_P,North Scotland,15.36,16.128
